committee_id,committee_name,candidate_id,candidate_name,candidate_office,candidate_district,candidate_state,beginning_image_number,calculated_candidate_share,communication_date,public_distribution_date,disbursement_date,disbursement_amount,purpose_description,report_year,file_number,amendment_indicator,receipt_date,payee_name,payee_state,sb_image_num,sub_id,link_id,sb_link_id,number_of_candidates,pdf_url
C30001424,RURAL VOTES,P80002801,"MCCAIN, JOHN S.",P,00,US,28039900716,840.00,,2008-10-24 00:00:00,2008-10-23 00:00:00,840.00,,2008,,N,2008-10-26 00:00:00,KMZU,MD,28039900727,1091020100004599062,1102720080000636107,1103120080000637432,1,https://docquery.fec.gov/cgi-bin/fecimg/?28039900727
C30001424,RURAL VOTES,P80002801,"MCCAIN, JOHN S.",P,00,US,28039900716,574.00,,2008-10-24 00:00:00,2008-10-22 00:00:00,574.00,,2008,,N,2008-10-26 00:00:00,MIDWEST COMMUNICATIONS,MN,28039900726,1091020100004599060,1102720080000636107,1103120080000637429,1,https://docquery.fec.gov/cgi-bin/fecimg/?28039900726
C30001424,RURAL VOTES,P80002801,"MCCAIN, JOHN S.",P,00,US,28039900716,16.00,,2008-10-24 00:00:00,2008-10-15 00:00:00,16.00,,2008,,N,2008-10-26 00:00:00,US POSTAL SERVICE,NH,28039900725,1091020100004599058,1102720080000636107,1103120080000637426,1,https://docquery.fec.gov/cgi-bin/fecimg/?28039900725
C30000996,AARP,P80002801,"MCCAIN, JOHN S.",P,00,US,28039831951,213056.50,2008-09-08 00:00:00,2008-09-08 00:00:00,2008-09-05 00:00:00,426113.00,,2008,,N,2008-09-15 00:00:00,GSDM IDEA CITY,TX,28039831956,1091620080000627338,1091520080000627241,1091620080000627340,2,https://docquery.fec.gov/cgi-bin/fecimg/?28039831956
C30000897,MAYORS AGAINST ILLEGAL GUNS ACTION FUND,P80002801,"MCCAIN, JOHN S.",P,00,US,28039704869,6000.00,2008-04-21 00:00:00,2008-04-21 00:00:00,2008-04-17 00:00:00,12000.00,,2008,,N,2008-04-22 00:00:00,DEVINE MULVEY INC,DC,28039704873,1042420080000602887,1042320080000602668,1042420080000602888,2,https://docquery.fec.gov/cgi-bin/fecimg/?28039704873
C30000871,AMERICAN LEADERSHIP PROJECT,P80002801,"MCCAIN, JOHN S.",P,00,US,28039820599,23000.00,2008-08-23 00:00:00,2008-08-23 00:00:00,2008-08-21 00:00:00,23000.00,,2008,,N,2008-08-25 00:00:00,KINNEY JASON,CA,28039820605,1091020100004597016,1082520080000624234,1082720080000624747,1,https://docquery.fec.gov/cgi-bin/fecimg/?28039820605
C30000145,BRING OHIO BACK,P80002801,"MCCAIN, JOHN S.",P,00,US,28039900702,7269.00,2008-10-27 00:00:00,2008-10-27 00:00:00,2008-10-23 00:00:00,7269.00,,2008,,A,2008-10-24 00:00:00,MILLS JAMES,OH,28039900707,1091020100004599082,1102720080000636134,1103120080000637549,1,https://docquery.fec.gov/cgi-bin/fecimg/?28039900707
C30000145,BRING OHIO BACK,P80002801,"MCCAIN, JOHN S.",P,00,US,28039900702,858.00,2008-10-27 00:00:00,2008-10-27 00:00:00,2008-10-20 00:00:00,858.00,,2008,,A,2008-10-24 00:00:00,FALCON PAYMASTER,OH,28039900706,1091020100004599081,1102720080000636134,1103120080000637548,1,https://docquery.fec.gov/cgi-bin/fecimg/?28039900706
C30001424,RURAL VOTES,P80002801,"MCCAIN, JOHN S.",P,00,US,28039900716,450.00,,2008-10-24 00:00:00,2008-10-24 00:00:00,450.00,,2008,,N,2008-10-26 00:00:00,COLONIA RADIO GROUP,PA,28039900736,1091020100004599071,1102720080000636107,1103120080000637497,1,https://docquery.fec.gov/cgi-bin/fecimg/?28039900736
C30001424,RURAL VOTES,P80002801,"MCCAIN, JOHN S.",P,00,US,28039900716,1080.00,,2008-10-24 00:00:00,2008-10-24 00:00:00,1080.00,,2008,,N,2008-10-26 00:00:00,WDDH,PA,28039900735,1091020100004599069,1102720080000636107,1103120080000637495,1,https://docquery.fec.gov/cgi-bin/fecimg/?28039900735
C30001424,RURAL VOTES,P80002801,"MCCAIN, JOHN S.",P,00,US,28039900716,480.00,,2008-10-24 00:00:00,2008-10-24 00:00:00,480.00,,2008,,N,2008-10-26 00:00:00,KAAN,MO,28039900732,1091020100004599066,1102720080000636107,1103120080000637468,1,https://docquery.fec.gov/cgi-bin/fecimg/?28039900732
C30001424,RURAL VOTES,P80002801,"MCCAIN, JOHN S.",P,00,US,28039900716,380.00,,2008-10-24 00:00:00,2008-10-24 00:00:00,380.00,,2008,,N,2008-10-26 00:00:00,WFLQ,IN,28039900736,1091020100004599070,1102720080000636107,1103120080000637496,1,https://docquery.fec.gov/cgi-bin/fecimg/?28039900736
C30001424,RURAL VOTES,P80002801,"MCCAIN, JOHN S.",P,00,US,28039900716,338.00,,2008-10-24 00:00:00,2008-10-24 00:00:00,338.00,,2008,,N,2008-10-26 00:00:00,WCSI,IN,28039900732,1091020100004599067,1102720080000636107,1103120080000637469,1,https://docquery.fec.gov/cgi-bin/fecimg/?28039900732
C30001424,RURAL VOTES,P80002801,"MCCAIN, JOHN S.",P,00,US,28039900716,420.00,,2008-10-24 00:00:00,2008-10-23 00:00:00,420.00,,2008,,N,2008-10-26 00:00:00,KWAD,MN,28039900728,1091020100004599063,1102720080000636107,1103120080000637444,1,https://docquery.fec.gov/cgi-bin/fecimg/?28039900728
C30000145,BRING OHIO BACK,P80002801,"MCCAIN, JOHN S.",P,00,US,29030030792,5500.00,2008-10-09 00:00:00,2008-10-09 00:00:00,2008-10-01 00:00:00,5500.00,,2008,,A,2009-02-13 00:00:00,TESSERACT PRODUCTION,,29030030797,1091020100004595586,1021720090000652241,1021820090000652415,1,https://docquery.fec.gov/cgi-bin/fecimg/?29030030797
C30001291,UNITED MINE WORKERS OF AMERICA,P80002801,"MCCAIN, JOHN S.",P,00,US,28039852343,39.00,2008-10-09 00:00:00,2008-10-09 00:00:00,2008-10-09 00:00:00,39.00,,2008,,N,2008-10-10 00:00:00,AFTRA - SAG H & R,MD,28039852347,1091020100004598043,1101020080000631657,1101420080000631721,1,https://docquery.fec.gov/cgi-bin/fecimg/?28039852347
C30001291,UNITED MINE WORKERS OF AMERICA,P80002801,"MCCAIN, JOHN S.",P,00,US,28039852343,197951.00,2008-10-09 00:00:00,2008-10-09 00:00:00,2008-10-09 00:00:00,197951.00,,2008,,N,2008-10-10 00:00:00,ANN SMITH COMMUNICATIONS,VA,28039852348,1091020100004598044,1101020080000631657,1101420080000631723,1,https://docquery.fec.gov/cgi-bin/fecimg/?28039852348
C30000145,BRING OHIO BACK,P80002801,"MCCAIN, JOHN S.",P,00,US,29030030792,227400.00,2008-10-09 00:00:00,2008-10-09 00:00:00,2008-10-10 00:00:00,227400.00,,2008,,A,2009-02-13 00:00:00,BUYING TIME,DC,29030030798,1091020100004595588,1021720090000652241,1021820090000652417,1,https://docquery.fec.gov/cgi-bin/fecimg/?29030030798
C30001424,RURAL VOTES,P80002801,"MCCAIN, JOHN S.",P,00,US,28039910185,1890.00,,2008-10-29 00:00:00,2008-10-27 00:00:00,1890.00,,2008,,N,2008-10-30 00:00:00,WRAY RADIO,IN,28039910193,1091020100004599186,1103020080000637270,1110620080000638893,1,https://docquery.fec.gov/cgi-bin/fecimg/?28039910193
C30001424,RURAL VOTES,P80002801,"MCCAIN, JOHN S.",P,00,US,28039910185,810.00,,2008-10-29 00:00:00,2008-10-27 00:00:00,810.00,,2008,,N,2008-10-30 00:00:00,WKNB,PA,28039910192,1091020100004599184,1103020080000637270,1110620080000638891,1,https://docquery.fec.gov/cgi-bin/fecimg/?28039910192
C30001424,RURAL VOTES,P80002801,"MCCAIN, JOHN S.",P,00,US,28039910185,592.00,,2008-10-29 00:00:00,2008-10-27 00:00:00,592.00,,2008,,N,2008-10-30 00:00:00,CROSSROADS COMMUNICATIONS,IN,28039910190,1091020100004599181,1103020080000637270,1110620080000638888,1,https://docquery.fec.gov/cgi-bin/fecimg/?28039910190
C30001424,RURAL VOTES,P80002801,"MCCAIN, JOHN S.",P,00,US,28039910185,1386.00,,2008-10-29 00:00:00,2008-10-27 00:00:00,1386.00,,2008,,N,2008-10-30 00:00:00,WMDH,IN,28039910190,1091020100004599180,1103020080000637270,1110620080000638887,1,https://docquery.fec.gov/cgi-bin/fecimg/?28039910190
C30001036,SERVICE EMPLOYEES INTERNATIONAL UNION (SEIU),P80002801,"MCCAIN, JOHN S.",P,00,US,28039923905,18126.00,2008-08-12 00:00:00,2008-08-12 00:00:00,2008-08-12 00:00:00,18126.00,,2008,,A,2008-11-25 00:00:00,THE NEW MEDIA FIRM INC,DC,28039923907,1091020100004599707,1112520080000640750,1112620080000640860,1,https://docquery.fec.gov/cgi-bin/fecimg/?28039923907
C30000863,CAMPAIGN TO DEFEND AMERICA,P80002801,"MCCAIN, JOHN S.",P,00,US,28039644344,61043.00,2008-02-26 00:00:00,2008-02-26 00:00:00,2008-02-26 00:00:00,61043.00,,2008,,N,2008-02-27 00:00:00,ZIMMERMAN & MARKMAN,CA,28039644348,1091020100004595734,1022820080000587232,1022820080000587244,1,https://docquery.fec.gov/cgi-bin/fecimg/?28039644348
C30000863,CAMPAIGN TO DEFEND AMERICA,P80002801,"MCCAIN, JOHN S.",P,00,US,28039644344,80030.00,2008-02-26 00:00:00,2008-02-26 00:00:00,2008-02-26 00:00:00,80030.00,,2008,,N,2008-02-27 00:00:00,THE NEW MEDIA FILM INC,DC,28039644348,1091020100004595733,1022820080000587232,1022820080000587243,1,https://docquery.fec.gov/cgi-bin/fecimg/?28039644348
C30001291,UNITED MINE WORKERS OF AMERICA,P80002801,"MCCAIN, JOHN S.",P,00,US,28039852343,344.00,2008-10-09 00:00:00,2008-10-09 00:00:00,2008-10-09 00:00:00,344.00,,2008,,N,2008-10-10 00:00:00,TOWN CRIER INC,DC,28039852347,1091020100004598042,1101020080000631657,1101420080000631720,1,https://docquery.fec.gov/cgi-bin/fecimg/?28039852347
C30001291,UNITED MINE WORKERS OF AMERICA,P80002801,"MCCAIN, JOHN S.",P,00,US,28039852343,808.00,2008-10-09 00:00:00,2008-10-09 00:00:00,2008-10-09 00:00:00,808.00,,2008,,N,2008-10-10 00:00:00,MVI POST,VA,28039852346,1091020100004598041,1101020080000631657,1101420080000631719,1,https://docquery.fec.gov/cgi-bin/fecimg/?28039852346
C30001424,RURAL VOTES,P80002801,"MCCAIN, JOHN S.",P,00,US,28039910185,693.00,,2008-10-29 00:00:00,2008-10-27 00:00:00,693.00,,2008,,N,2008-10-30 00:00:00,WFRM,PA,28039910192,1091020100004599185,1103020080000637270,1110620080000638892,1,https://docquery.fec.gov/cgi-bin/fecimg/?28039910192
C30001424,RURAL VOTES,P80002801,"MCCAIN, JOHN S.",P,00,US,28039910185,630.00,,2008-10-29 00:00:00,2008-10-27 00:00:00,630.00,,2008,,N,2008-10-30 00:00:00,WRTA,PA,28039910191,1091020100004599183,1103020080000637270,1110620080000638890,1,https://docquery.fec.gov/cgi-bin/fecimg/?28039910191
C30000905,FRIENDS OF THE EARTH ACTION,P80002801,"MCCAIN, JOHN S.",P,00,US,28039704863,95260.00,2008-04-16 00:00:00,2008-04-16 00:00:00,2008-04-10 00:00:00,95260.00,,2008,,N,2008-04-22 00:00:00,ABAR HUTTON MEDIA,VA,28039704865,1091020100004595901,1042320080000602662,1042420080000602877,1,https://docquery.fec.gov/cgi-bin/fecimg/?28039704865
C30000905,FRIENDS OF THE EARTH ACTION,P80002801,"MCCAIN, JOHN S.",P,00,US,28039704863,7168.00,2008-04-16 00:00:00,2008-04-16 00:00:00,2008-04-01 00:00:00,7168.00,,2008,,N,2008-04-22 00:00:00,WILD BUNCH CONSULTING,VA,28039704865,1091020100004595900,1042320080000602662,1042420080000602876,1,https://docquery.fec.gov/cgi-bin/fecimg/?28039704865
C30001192,UNITED FOOD & COMMERCIAL WORKER INTL UNION,P80002801,"MCCAIN, JOHN S.",P,00,US,29030130569,53378.00,2008-10-02 00:00:00,2008-10-02 00:00:00,2008-10-01 00:00:00,53378.00,,2008,,N,2009-07-24 00:00:00,MUNDY KATOWITZ MEDIA INC,DC,29030130572,1111320140016285749,1111320140016285732,1111320140016285739,1,https://docquery.fec.gov/cgi-bin/fecimg/?29030130572
C30001010,Defenders of Wildlife Action Fund 527,P80002801,"MCCAIN, JOHN S.",P,00,US,28992879199,6912.49,2008-10-21 00:00:00,2008-10-21 00:00:00,2008-10-21 00:00:00,6912.49,TV AD PRODUCTION,2008,374897,N,2008-10-22 00:00:00,WILD BUNCH CONSULTING,DC,28992879213,4091520141221626878,4102220081027440343,4091520141221623109,1,https://docquery.fec.gov/cgi-bin/fecimg/?28992879213
C30001416,WINNING MESSAGE ACTION FUND,P80002801,"MCCAIN, JOHN S.",P,00,US,29030101784,214928.00,2008-10-25 00:00:00,2008-10-25 00:00:00,2008-10-14 00:00:00,214928.00,,2008,-35089,A,2009-06-12 00:00:00,HATTAWAY COMMUNICATIONS,MA,29030101789,1091020100004596282,1061520090000668757,1061620090000668842,1,https://docquery.fec.gov/cgi-bin/fecimg/?29030101789
C30001010,Defenders of Wildlife Action Fund 527,P80002801,"MCCAIN, JOHN S.",P,00,US,28992879199,85000.00,2008-10-21 00:00:00,2008-10-21 00:00:00,2008-10-17 00:00:00,85000.00,TV AD BUY,2008,374897,N,2008-10-22 00:00:00,ABAR HUTTON MEDIA,VA,28992879200,4091520141221626851,4102220081027440343,4091520141221623082,1,https://docquery.fec.gov/cgi-bin/fecimg/?28992879200
C30001184,CATHOLICS UNITED,P80002801,"MCCAIN, JOHN S.",P,00,US,28039834715,6261.00,2008-09-19 00:00:00,2008-09-19 00:00:00,2008-08-25 00:00:00,6261.00,,2008,,N,2008-09-20 00:00:00,GUMSPIRITS PRODUCTIONS INC,ME,28039834718,1091020100004597637,1092220080000628303,1092320080000628601,1,https://docquery.fec.gov/cgi-bin/fecimg/?28039834718
C30001184,CATHOLICS UNITED,P80002801,"MCCAIN, JOHN S.",P,00,US,28039834715,18000.00,2008-09-19 00:00:00,2008-09-19 00:00:00,2008-09-15 00:00:00,18000.00,,2008,,N,2008-09-20 00:00:00,SPOT RUNNER,CA,28039834718,1091020100004597636,1092220080000628303,1092320080000628600,1,https://docquery.fec.gov/cgi-bin/fecimg/?28039834718
C30001192,UNITED FOOD & COMMERCIAL WORKER INTL UNION,P80002801,"MCCAIN, JOHN S.",P,00,US,29030130561,150000.00,2008-09-18 00:00:00,2008-09-18 00:00:00,2008-09-15 00:00:00,150000.00,,2008,,N,2009-07-24 00:00:00,MUNDY KATOWITZ MEDIA INC,DC,29030130564,1111320140016285748,1111320140016285731,1111320140016285738,1,https://docquery.fec.gov/cgi-bin/fecimg/?29030130564
C30000897,MAYORS AGAINST ILLEGAL GUNS ACTION FUND,P80002801,"MCCAIN, JOHN S.",P,00,US,28039694962,24201.67,2008-04-16 00:00:00,2008-04-16 00:00:00,2008-04-03 00:00:00,72605.00,,2008,,N,2008-04-17 00:00:00,DEVINE MULVEY INC,DC,28039694966,1042120080000601675,1041820080000601604,1042120080000601676,3,https://docquery.fec.gov/cgi-bin/fecimg/?28039694966
C30001481,ASSOCIATION OF COMMUNITY ORGAINZATIONS FOR REFORM NOW INC,P80002801,"MCCAIN, JOHN S.",P,00,US,28039910993,37000.00,2008-10-30 00:00:00,2008-10-30 00:00:00,2008-10-29 00:00:00,37000.00,,2008,,N,2008-10-31 00:00:00,BUYING TIME LLC,DC,28039911007,1091020100004599440,1110320080000637855,1110720080000639161,1,https://docquery.fec.gov/cgi-bin/fecimg/?28039911007
C30001036,SERVICE EMPLOYEES INTERNATIONAL UNION (SEIU),P80002801,"MCCAIN, JOHN S.",P,00,US,28039910173,150000.00,2008-10-30 00:00:00,2008-10-30 00:00:00,2008-10-30 00:00:00,150000.00,,2008,,N,2008-10-30 00:00:00,,,28039910177,1091020100004599341,1103120080000637317,1110620080000638883,1,https://docquery.fec.gov/cgi-bin/fecimg/?28039910177
C30001481,ASSOCIATION OF COMMUNITY ORGAINZATIONS FOR REFORM NOW INC,P80002801,"MCCAIN, JOHN S.",P,00,US,28039910993,15000.00,2008-10-30 00:00:00,2008-10-30 00:00:00,2008-10-29 00:00:00,15000.00,,2008,,N,2008-10-31 00:00:00,FENTON COMMUNICATIONS INC,DC,28039911006,1091020100004599439,1110320080000637855,1110720080000639160,1,https://docquery.fec.gov/cgi-bin/fecimg/?28039911006
C30001408,USACTION,P80002801,"MCCAIN, JOHN S.",P,00,US,28039900676,36366.00,2008-10-24 00:00:00,2008-10-24 00:00:00,2008-10-22 00:00:00,36366.00,,2008,,N,2008-10-24 00:00:00,M&R STRATEGIC SERVICES,OH,28039900680,1091020100004598742,1102520080000635859,1103120080000637370,1,https://docquery.fec.gov/cgi-bin/fecimg/?28039900680
C30001325,TRUTH FROM AMERICAN WORKERS,P80002801,"MCCAIN, JOHN S.",P,00,US,28039893107,50000.00,2008-10-22 00:00:00,2008-10-22 00:00:00,2008-10-21 00:00:00,50000.00,,2008,,N,2008-10-23 00:00:00,MUNDY KATOWITZ MEDIA INC,DC,28039893111,1091020100004598722,1102320080000635209,1103020080000637130,1,https://docquery.fec.gov/cgi-bin/fecimg/?28039893111
C30000806,ONE CAMPAIGN; THE,P80002801,"MCCAIN, JOHN S.",P,00,US,28039841724,393065.50,2008-09-25 00:00:00,2008-09-25 00:00:00,2008-09-25 00:00:00,786131.00,,2008,,N,2008-09-29 00:00:00,THE GLOVER PARK GROUP LLC,DC,28039841728,1093020080000629890,1092920080000629515,1093020080000629893,2,https://docquery.fec.gov/cgi-bin/fecimg/?28039841728
C30001325,TRUTH FROM AMERICAN WORKERS,P80002801,"MCCAIN, JOHN S.",P,00,US,28039871867,2599.00,2008-10-16 00:00:00,2008-10-15 00:00:00,2008-10-14 00:00:00,5198.00,,2008,,N,2008-10-16 00:00:00,SEE CHANGE MEDIA LLC,CA,28039871871,1102220080000634703,1101720080000633451,1102220080000634704,2,https://docquery.fec.gov/cgi-bin/fecimg/?28039871871
C30000806,ONE CAMPAIGN; THE,P80002801,"MCCAIN, JOHN S.",P,00,US,28039821499,778779.50,2008-08-24 00:00:00,2008-08-24 00:00:00,2008-08-19 00:00:00,1557559.00,,2008,,N,2008-08-26 00:00:00,THE GLOVER PARK GROUP LLC,DC,28039821503,1100920080000631416,1082620080000624666,1100920080000631418,2,https://docquery.fec.gov/cgi-bin/fecimg/?28039821503
C30001424,RURAL VOTES,P80002801,"MCCAIN, JOHN S.",P,00,US,28039900716,119.00,,2008-10-24 00:00:00,2008-10-06 00:00:00,119.00,,2008,,N,2008-10-26 00:00:00,KIKC,MT,28039900722,1091020100004599052,1102720080000636107,1103120080000637416,1,https://docquery.fec.gov/cgi-bin/fecimg/?28039900722
C30001424,RURAL VOTES,P80002801,"MCCAIN, JOHN S.",P,00,US,28039900716,253.50,,2008-10-24 00:00:00,2008-10-24 00:00:00,507.00,,2008,,N,2008-10-26 00:00:00,KLTZ,MT,28039900735,1103120080000637490,1102720080000636107,1103120080000637492,2,https://docquery.fec.gov/cgi-bin/fecimg/?28039900735
C30001424,RURAL VOTES,P80002801,"MCCAIN, JOHN S.",P,00,US,28039900716,650.00,,2008-10-24 00:00:00,2008-10-24 00:00:00,1300.00,,2008,,N,2008-10-26 00:00:00,NASSAU BROADCASTING,MA,28039900734,1103120080000637483,1102720080000636107,1103120080000637485,2,https://docquery.fec.gov/cgi-bin/fecimg/?28039900734
C30001424,RURAL VOTES,P80002801,"MCCAIN, JOHN S.",P,00,US,28039900716,140.00,,2008-10-24 00:00:00,2008-10-24 00:00:00,280.00,,2008,,N,2008-10-26 00:00:00,WEEB,NC,28039900730,1103120080000637455,1102720080000636107,1103120080000637458,2,https://docquery.fec.gov/cgi-bin/fecimg/?28039900730
C30000871,AMERICAN LEADERSHIP PROJECT,P80002801,"MCCAIN, JOHN S.",P,00,US,28039820599,50675.00,2008-08-23 00:00:00,2008-08-23 00:00:00,2008-08-20 00:00:00,50675.00,,2008,,N,2008-08-25 00:00:00,ACTION MEDIA INC,CA,28039820604,1091020100004597014,1082520080000624234,1082720080000624745,1,https://docquery.fec.gov/cgi-bin/fecimg/?28039820604
C30001036,SERVICE EMPLOYEES INTERNATIONAL UNION (SEIU),P80002801,"MCCAIN, JOHN S.",P,00,US,28039903650,140000.00,2008-10-27 00:00:00,2008-10-27 00:00:00,2008-10-27 00:00:00,140000.00,,2008,,N,2008-10-28 00:00:00,SQUIER KNAPP DUNN COMMUNICATIONS,DC,28039903654,1091020100004599119,1102920080000636878,1110320080000637915,1,https://docquery.fec.gov/cgi-bin/fecimg/?28039903654
C30000145,BRING OHIO BACK,P80002801,"MCCAIN, JOHN S.",P,00,US,28039900702,100000.00,2008-10-27 00:00:00,2008-10-27 00:00:00,2008-10-23 00:00:00,100000.00,,2008,,A,2008-10-24 00:00:00,BUYING TIME,DC,28039900706,1091020100004599080,1102720080000636134,1103120080000637547,1,https://docquery.fec.gov/cgi-bin/fecimg/?28039900706
C30001424,RURAL VOTES,P80002801,"MCCAIN, JOHN S.",P,00,US,28039900716,3010.00,,2008-10-24 00:00:00,2008-10-24 00:00:00,3010.00,,2008,,N,2008-10-26 00:00:00,GAP WEST BROADCASTING,MT,28039900734,1091020100004599068,1102720080000636107,1103120080000637481,1,https://docquery.fec.gov/cgi-bin/fecimg/?28039900734
C30001424,RURAL VOTES,P80002801,"MCCAIN, JOHN S.",P,00,US,28039900716,125.00,,2008-10-24 00:00:00,2008-10-21 00:00:00,125.00,,2008,,N,2008-10-26 00:00:00,WU MEDIA,NC,28039900725,1091020100004599059,1102720080000636107,1103120080000637427,1,https://docquery.fec.gov/cgi-bin/fecimg/?28039900725
C30000145,BRING OHIO BACK,P80002801,"MCCAIN, JOHN S.",P,00,US,29030030792,22600.00,2008-10-09 00:00:00,2008-10-09 00:00:00,2008-10-09 00:00:00,22600.00,,2008,,A,2009-02-13 00:00:00,BUYING TIME,DC,29030030797,1091020100004595587,1021720090000652241,1021820090000652416,1,https://docquery.fec.gov/cgi-bin/fecimg/?29030030797
C30001036,SERVICE EMPLOYEES INTERNATIONAL UNION (SEIU),P80002801,"MCCAIN, JOHN S.",P,00,US,28039923917,105906.00,2008-08-14 00:00:00,2008-08-14 00:00:00,2008-08-14 00:00:00,105906.00,,2008,,A,2008-11-25 00:00:00,THE NEW MEDIA FIRM INC,DC,28039923919,1091020100004599709,1112520080000640755,1112620080000640847,1,https://docquery.fec.gov/cgi-bin/fecimg/?28039923919
C30001036,SERVICE EMPLOYEES INTERNATIONAL UNION (SEIU),P80002801,"MCCAIN, JOHN S.",P,00,US,28039923911,221616.00,2008-08-13 00:00:00,2008-08-13 00:00:00,2008-08-13 00:00:00,221616.00,,2008,,A,2008-11-25 00:00:00,THE NEW MEDIA FIRM INC,DC,28039923913,1091020100004599708,1112520080000640752,1112620080000640857,1,https://docquery.fec.gov/cgi-bin/fecimg/?28039923913
C30001291,UNITED MINE WORKERS OF AMERICA,P80002801,"MCCAIN, JOHN S.",P,00,US,28039852343,298.00,2008-10-09 00:00:00,2008-10-09 00:00:00,2008-10-09 00:00:00,298.00,,2008,,N,2008-10-10 00:00:00,KLVANA CREATIVE,MD,28039852348,1091020100004598045,1101020080000631657,1101420080000631724,1,https://docquery.fec.gov/cgi-bin/fecimg/?28039852348
C30001291,UNITED MINE WORKERS OF AMERICA,P80002801,"MCCAIN, JOHN S.",P,00,US,28039852343,40.00,2008-10-09 00:00:00,2008-10-09 00:00:00,2008-10-09 00:00:00,40.00,,2008,,N,2008-10-10 00:00:00,AMERICAN FED OF TV & RADIO ARTS H & R,MD,28039852346,1091020100004598040,1101020080000631657,1101420080000631718,1,https://docquery.fec.gov/cgi-bin/fecimg/?28039852346
C30001283,HEALTH CARE FOR AMERICA NOW,P80002801,"MCCAIN, JOHN S.",P,00,US,28039851910,203311.00,2008-10-09 00:00:00,2008-10-08 00:00:00,2008-10-06 00:00:00,203311.00,,2008,,N,2008-10-09 00:00:00,THE NEW MEDIA FIRM INC,DC,28039851917,1091020100004598039,1101020080000631552,1101420080000631734,1,https://docquery.fec.gov/cgi-bin/fecimg/?28039851917
C30001424,RURAL VOTES,P80002801,"MCCAIN, JOHN S.",P,00,US,28039910185,4758.00,,2008-10-29 00:00:00,2008-10-29 00:00:00,4758.00,,2008,,N,2008-10-30 00:00:00,CUMULUS RADIO INDIANA,IN,28039910194,1091020100004599187,1103020080000637270,1110620080000638895,1,https://docquery.fec.gov/cgi-bin/fecimg/?28039910194
C30001424,RURAL VOTES,P80002801,"MCCAIN, JOHN S.",P,00,US,28039910185,803.00,,2008-10-29 00:00:00,2008-10-27 00:00:00,803.00,,2008,,N,2008-10-30 00:00:00,WKKU,IN,28039910191,1091020100004599182,1103020080000637270,1110620080000638889,1,https://docquery.fec.gov/cgi-bin/fecimg/?28039910191
C30001424,RURAL VOTES,P80002801,"MCCAIN, JOHN S.",P,00,US,28039910185,882.00,,2008-10-29 00:00:00,2008-10-27 00:00:00,882.00,,2008,,N,2008-10-30 00:00:00,CAMBRIA RADIOWERKS,PA,28039910189,1091020100004599179,1103020080000637270,1110620080000638886,1,https://docquery.fec.gov/cgi-bin/fecimg/?28039910189
C30001424,RURAL VOTES,P80002801,"MCCAIN, JOHN S.",P,00,US,28039910185,787.00,,2008-10-29 00:00:00,2008-10-27 00:00:00,787.00,,2008,,N,2008-10-30 00:00:00,WWSM,PA,28039910189,1091020100004599178,1103020080000637270,1110620080000638885,1,https://docquery.fec.gov/cgi-bin/fecimg/?28039910189
C30001481,ASSOCIATION OF COMMUNITY ORGAINZATIONS FOR REFORM NOW INC,P80002801,"MCCAIN, JOHN S.",P,00,US,28039910993,47987.00,2008-10-30 00:00:00,2008-10-30 00:00:00,2008-10-29 00:00:00,47987.00,,2008,,N,2008-10-31 00:00:00,FENTON COMMUNICATIONS INC,DC,28039911006,1091020100004599438,1110320080000637855,1110720080000639159,1,https://docquery.fec.gov/cgi-bin/fecimg/?28039911006
C30001036,SERVICE EMPLOYEES INTERNATIONAL UNION (SEIU),P80002801,"MCCAIN, JOHN S.",P,00,US,28039910165,427000.00,2008-10-30 00:00:00,2008-10-30 00:00:00,2008-10-30 00:00:00,427000.00,,2008,,N,2008-10-30 00:00:00,THE NEW MEDIA FIRM,DC,28039910168,1091020100004599342,1103120080000637324,1110620080000638882,1,https://docquery.fec.gov/cgi-bin/fecimg/?28039910168
C30000780,AMERICAN RIGHT TO LIFE ACTION,P80003353,"ROMNEY, MITT",P,00,US,28039632496,11832.00,2007-12-10 00:00:00,2007-12-19 00:00:00,2007-12-17 00:00:00,11832.00,,2007,,A,2008-02-08 00:00:00,WALTER BENNETT COMMUNICATIONS,PA,28039632500,1111120140016283971,1021120080000583439,1111120140016283966,1,https://docquery.fec.gov/cgi-bin/fecimg/?28039632500
C30000780,AMERICAN RIGHT TO LIFE ACTION,P80003353,"ROMNEY, MITT",P,00,US,28039643415,1635.00,2008-01-12 00:00:00,2008-01-12 00:00:00,2008-01-09 00:00:00,1635.00,,2008,,A,2008-02-25 00:00:00,WALTER BENNETT COMMUNICATIONS,PA,28039643419,1111120140016283977,1022620080000586393,1111120140016283972,1,https://docquery.fec.gov/cgi-bin/fecimg/?28039643419
C30001838,FAITH & FREEDOM COALITION,H4TX28046,"CANSECO, FRANCISCO 'QUICO'",H,23,TX,10931763831,9544.91,2010-10-25 00:00:00,2010-10-25 00:00:00,2010-10-25 00:00:00,209988.00,RADIO ADS US V THEM AND SOME GET IT,2010,511784,N,2010-10-26 00:00:00,ADVOCACY INK,VA,10931763833,4102820101130922248,4121020101132443888,4102820101130922093,22,https://docquery.fec.gov/cgi-bin/fecimg/?10931763833
